주소,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건_사고 분류1,사건_사고 분류2,사건_사고 분류3,개체명(인물),개체명(지역),개체명(기업기관),키워드,특성추출,본문,원본주소,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01300101.20171031004606004,2017-10-31,강원도민일보,백승국,‘불법촬영’ 디지털 성범죄 이렇게 대처하세요,사회>사회일반,,,,,,,,"태백경찰서 경사, 정부의, 방송통신위원회, 여성가족부","불법촬영,디지털,성범죄,대처,불벌촬영,디지털장비,사용,범죄,사회,이슈,대두,수법,상상,초월,만큼,여성들,국민,피해자,영상물,유포,인터넷,SNS,속도,전파,피해자,인권,정도,피해,불법촬영,유포행위,제대로,처벌,범죄,악순환,반복,정부,디지털성,범죄,종합대책,대책,변형,카메라,수입,판매업,관리,강화,스마트폰,무음,촬영앱,문구,다운로드시,경고,고지,방안,디지털,성범죄자,처벌벌금형,징역형,처벌,여성가족부,시행,디지털,성범죄,피해자,지원,서비스,내년,여성긴급전화,피해신고,디지털,성범죄,피해,신고,접수창구,운영,신고,즉시,피해자,종합,서비스,연계,경찰신고,채증,긴급삭제,지원,방송통신위원회,연계,사후,모니터링,전문상담,의료비,보호,시설,입소,지원,무료,법률서비스,종합서비스,제공,정부,조치,디지털,성범죄,근절,피해자,개개인,불법촬영,유포행위,피해자,상처,중대범죄,인식,선행,백승국,태백경찰서,경사","피해자,성범죄,종합서비스,다운로드시,불법촬영,태백경찰서,백승국,판매업,의료비,스마트폰,전문상담,만큼,촬영앱,불벌촬영,중대범죄,여성들,경찰신고,불벌,종합대책,여성긴급전화,벌금형,징역형,가족부,악순환,처벌벌금형,법률서비스,긴급삭제,접수창구,유포행위,성범죄자,제대로,방송통신위원회,여성가족부,디지털성,영상물",최근 불벌촬영 등 디지털장비를 사용하는 범죄가 사회적 이슈로 대두되고 있다.수법 또한 상상을 초월할 만큼 다양하다.여성들을 비롯한 국민 누구나 피해자가 될 수 있다.한번 영상물이 유포되면 인터넷과 SNS를 통해 빠른 속도로 전파돼..이에 정부에서는 디지털성범죄 종합대책을 발표했다.이번 대책의 주된 내용은 변형 카메라의 수입·판매업의 관리를 강화하고 스마트폰의 ,http://www.kado.net/?mod=news&act=articleView&idxno=880118,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100201.20171101083056004,2017-11-01,머니투데이,,[국감브리핑] 불법촬영 검거자 매년 늘어…면식범 절반 '연인',사회>여성,,,범죄>성범죄>음란물,,,진선미,서울,"행정안전위원회, 국회, 대부분, 경찰청, 더불어민주당","불법,촬영,검거자,연인,면식범,절반,서울,뉴스1,윤다정,불법,촬영,범죄,속칭,몰카,검거,인원,증가,5년,1만,육박,남성,가해자,면식범,가량,절반,피해자,연인,1일,국회,행정안전위원회,진선미,더불어민주당,의원,경찰청,제출,자료,인원,불법,촬영,검거,1만,증가,검거,인원,남성,1만,98%,비중,차지,여성,359명,2%,2만,기간,불법,촬영,범죄,피해자,2만,여성,2만,84%,남성,600명,2.3%,차지,신체부위,각도,성별,판명,13.7%,3652건,가해자,면식범,14.1%,2259건,피해자,연인,사이,47.7%,1077건,주변,지인,18.4%,416건,친구,12.3%,277건,직장,동료,사이,11.2%,254건,이웃관계,5.2%,117건,친족,3.6%,81건,고용관계,1.6%,38건,진선미,의원,불법촬영범죄,여성,경향,9월,정부,디지털성,범죄,종합대책,차원,만큼,국회,가해자,처벌,피해자,지원,방법,모색,제공","1만,피해자,면식범,가해자,2만,뉴스1,검거자,만큼,윤다정,고용관계,이웃관계,81건,디지털성,117건,254건,1077건,277건,신체부위,416건,경찰청,38건,종합대책,3652건,더불어민주당,행정안전위원회,서울","(서울=뉴스1) 윤다정 기자 = 불법촬영 범죄, 속칭 '몰카'로 검거된 인원이 해마다 증가하면서 최근 5년간 1만6000여명에 육박하고 있으며 이중 대부분은 남성인 것으로 나타났다. 가해자가 면식범인 경우 절반 가량..'디지털성범죄 종합대책'을 발표한 만큼 국회 차원에서도 가해자 강력처벌 및 피해자 지원 등 다양한 방법을 모색할 것이라고 밝혔다.뉴스1 제공""",,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100201.20171106233353001,2017-11-06,머니투데이,,"정현백 여가부장관 성평등 全사회에 뿌리내리도록 노력""""",사회>여성,,,,,,"정, 정현백",서울,"여가부, 일본군, 국회, 여성가족부, 위안부","성평등,정현백,여가부,장관,성평등,사회,노력,서울,뉴스1,윤다정,장관,정현백,여성가족부,6일,국회,국정감사,국회,여성,가족,위원회,출석,발언,핵심적,국정과제,성평등,사회영역,실질적,실행,노력,성평등,정책,성평등,총괄,조정,심의,성평등위원회,실질,가동,노력,다짐,장관,부처,성평등,실행,수립,영향분석평가,교육,내실화,정책,관점,반영,공공부문,여성,대표,계획,마련,경력단절여성,맞춤형,취업,창업,지원,재직여성,경력,단절,예방,지원,강화,TF,성평등,문화,확산,운영,방송,미디어,협력,확산,성평등,문화,여성,폭력,방지,지원,가칭,젠더,폭력,방지법,제정,젠더,폭력,방지,국가,행동,계획,수립,차질,추진,증가,디지털,성범죄,적극,대응,합동,9월,관계부처,디지털성,범죄,피해,방지,종합,대책,수립,피해자,상담,기록물,삭제,무료,법률,지원,종합,지원,강화,강조,일본군,위안부,피해자,할머니들,기념사업,맞춤형,지원,차질,추진,약속,장관,청소년들,안전,건강,성장,환경,조성,학교,안팎,발생,청소년,폭력,비행문제,적극,대처,범부처,종합대책,수립,가출,위기청소년,지원,청소년,쉼터,청소년,동반자,확충,거리배회,청소년,지원,아웃리치,전문,요원,확대,청소년,상담사,지도사,교육,청소년,활동,성평등,관점,민주시민,교육,반영,역량,다짐,여가부,부모가족,다문화가정,가족들,지원,언급,장관,저소득,한부모,아동양육비,단계적,확대,서비스,양육비,이행,지원,강화,다문화가족,지원,안정,정착,결혼이민자,자립,지원,패키지,프로그램,자녀,성장,지원,프로그램,확대,강조,시설보육,사각지대,해소,아이,사업,내실화,지역사회,구축,자녀,체계,민관,협업,공동육아,확충,장관,마지막,저출산,사회,문제들,성평등,해결,사회발전,경제성장,성평등,여성인재,적재적소,활용,사회구성,기본토대,가족,미래세대,주역,청소년,지원,중요,강조,뉴스1,제공","성평등,정현백,양육비,피해자,뉴스1,종합대책,위원회,맞춤형,공공부문,여가부,관계부처,아웃리치,내실화,저출산,윤다정","(서울=뉴스1) 윤다정 기자 = 정현백 여성가족부 장관은 6일 국회에서 열린 국회 여성가족위원회 국정감사에 출석, 모두 발언을 통해 핵심적인 국정과제인 성평등이 모든 사회영역에서 실질적으로 뿌리내리고 실행될 수 있도록 노..'디지털성범죄 피해방지 종합대책'을 수립하고 피해자 상담", 기록물 삭제," 무료법률 지원까지 종합적 지원을 강화할 것""이라고 강조했다. """,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100201.20171110233514005,2017-11-10,머니투데이,,"정현백 디지털성범죄 영상물 삭제 사업 민간에 맡기면 위험""""",,,,,,,"정, 남, 정현백, 남인순, 김용진",,"기재부, 기획재정부, 여성가족부, 예산결산특별위원회","정현백,디지털,범죄,영상물,삭제,사업,민간,위험,장관,정현백,여성가족부,정부,추진,디지털,성범죄,영상물,삭제,사업,민간,위험,주장,장관,여성가족위원장,남인순,국회,여성,가족,위원장,사업,예산,증액,예산당국,요청,장관,이날,국회,예산결산특별위원회,전체회의,경제,부별,심사,영상물,필터링,회사,회사,관리,유착,디지털,성범죄,피해,영상,삭제,사례,발생,장관,민간,위험,정부,기획재정부,반영,추가,예산,정부,내년,피해,디지털,성범죄,유발,불법,촬영물,삭제,사업,시작,내년도,예산안,예산,신규,사업,편성,제2차관,김용진,기재부,차관,사업,사업,내년도,신규,편입,사업,부처,협의,사항,내년,시행,확대,검토,위원장,장관,위원장,내후년,추가,확대,피해자,고통,외면,내년,추가,예산,반영,촉구","영상물,위원장,정현백,성범죄,내년도,전체회의,기재부,김용진,남인순,여성가족부,피해자,제2차관,예산결산특별위원회,예산당국,촬영물,여성가족위원장,내후년,예산안,기획재정부","정현백 여성가족부 장관이 10일 정부가 추진하는 디지털 성범죄 관련 영상물 삭제 사업에 대해 민간에 맡기는 것은 위험하다""고 주장했다. 정 장관과 남인순 국회 여성가족위원장은 관련 사업 예산 증액을 예산당국에 요청했다. 정 장관은 이날 국회 예산결산특별위원회 전체회의 비경제부문 부별심사에서 ""(영상물) 필터링 회사와 앱 관리 회사가 유착해서 디지털 성범..""",,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100101.20171112141027001,2017-11-12,경향신문,박은하 기자 eunha999@kyunghyang.com,경찰노조 없이 강한 경찰 없다,사회>사건_사고,,,범죄>성범죄>성매매,사회>사회갈등>시위,,"어청수, 백남기, 진선미, 박근혜, 문재인, 이철성, 이용수, 조현오, 표, 오창익, 트럼프","덴마크, 충북, 독일, 미국, 광화문 광장, 스웨덴, 서울, 경기, 부산, 독도, 한국, 안산, 스페인, 양천, 영국, 동래구, 미, 한, 동두천, 이탈리아, 지구대","경찰특공대, 서울, 강남구, 경찰협력기구, 경찰, 경찰서, 충주경찰서, 인천남부경찰서, 자치경찰위원회, 쌍용차, 경찰청, 마포구, 상록경찰서, 광화문 광장, 강북경찰서, 충북경찰청, 경찰인권센터, 서울경찰청, 동두천시, 경찰개혁위, 제주자치경찰, 보안협력위원회, 정부의, 경찰발전위원회, 국정원, 경기지역, 충북청, 노동조합, 대부분, 인권연대, 치안발전위원회, 유럽 경찰노조연합, 경찰개혁위원회, 직무협의회, 교육감, 부산지방청, 강릉경찰서, 희생자","경찰노조,경찰,문재인,정부,경찰,모습,경찰,개혁의지,확인,핵심,가지,설립,경찰,노동조합,자치경찰제,경찰,조직,근본적,개혁,경찰,사랑,국민,자리,존경,대통령님,귀빈,이철성,경찰청장,경찰,기념행사,인사말,시작,박근혜,대통령,시절,행사,첫마디,존경,대통령님,귀빈,경찰,국민,정권,경찰청장,인사말,방한,서울,트럼프,미국,대통령,방한,경찰,갑호비상체제,돌입,1년,광화문,광장,차벽,등장,트럼프,대통령,절제,국회,연설,독도,새우,위안부,생존자,이용수,포옹,화제,정상외교,방한,기간,도시,관리,경찰,전국,경찰관,규모,기준,사람,11만,지휘,구조,역대,정권,각종,시책,성공,사건,백남기,농민,국민,희생,기본권,침해,문재인,정부,인사말,경찰,청장,이날,행사,직전,서울,광화문,광장,분향소,세월호,희생자,참배,경찰,경찰,살수차,사망,백남기,농민,사망,책임,인정,6월,민간,전문가,개인,사정,4명,사퇴,14인,구성,경찰개혁위원회,경찰,개혁방안,논의,정부,디지털성,범죄,근절대책,대규모,성매매,사이트,운영,이용자들,검거,폐쇄,실적보고,공문서,젠더,범죄,등장,경찰,대통령,지시,사항,최우선,경찰,조직,속성,의심,문재인,대통령,대선,기간,경찰력,증원,수사,조정,공약,인권경찰,강조,대통령,경찰,조직,의미,기회,경찰,조직,목소리,경찰,개혁의지,확인,핵심,가지,설립,경찰,노동조합,자치경찰제,경찰개혁위원회,권고,경찰청,개혁안,단추,개혁의지,평가,정부,중앙,집권,경찰,매력적,통치수단,성과,실적,경쟁,경찰노조,핵심,경찰관,부패,근절,수사,집회,시위,시민,인권,우선시,인권단체,해직,경찰관,이야기,연구원,표정목,인권,연대,34·,경장,부산,동래구,9살,9살,동네,친구들,숨바꼭질,대포산,등산,통제,구역,뒤통수,신고,출동,경찰관,시절,경찰관,영웅,순경,공채,합격,생활,7월,7일,경찰관,시작,지구대,근무,시절,지구,대장,순찰차,순찰,수레,폐지,할머니,횡단보도,신호,1차선,순찰차,3차선,이동,차량,진입,경찰생활,시작,이래,보람,경험,순찰,지구,찬물,경험,차량,블랙박스,영상,추출,미담,사례,실적,보고,조직,참여정부,말기,공무원,조직,성과,분위기,본래,경직,관료,문화,취지,시절,이명박,정부,민간기업,영업실적,행정실적,경쟁,변질,공무원,조직,관료적,공공성,핵심,공무원,사명감,분위기,저항,경찰,조직,예외,경찰,조직,부산지방청장,경기지방청장,서울지방청장,승진,로열로드,기관,청장,경찰청장,임명,경찰,관계자,종합,어청수,조현오,청장,부산,청장,시절,요직,발짝,승진,진화,노하우,실적,독촉,전국,경찰관서,문화,확산,저항,경기,안산,상록,경찰서,근무,박윤근,경사,양동일,서울경찰청,경사,채수창,강북경찰서장,내부,인터넷망,실적주의,비판,해임,파면,법원,소송,복직,판결,경찰,내부,분위기,급속,위축,28일,9월,전국,경찰서,경찰공무원,노조,가입,대상,형사처벌,공문,파업,쌍용차,노조,경찰특공대,투입,정권,노조,전면전,연구원,이명박,정권,시절,경찰,각종,인권침해,양천,고문사건,파업,과잉,투입,분위기,징계,경찰관,수사,정보,유출,비위,징계,내부,비판,파면,중징계,연구원,파면,계기,실적,독촉,항의,연구원,4월,인천남부경찰서,청장,지구대,근무,시절,신임,징수실적,체납,과태료,징수,실적,저조,독촉,공문,내부,게시판,비판글,과태료,처벌,경찰관,독촉,부당,서장,직권남용,고소,자동차,보험,미가입,과태료,사람,보험,가입,사람들,과태료,사람,평생,보험,가입,감찰팀,사건,계기,2년,행적,연구원,조사,직무태만,저해,내부,결속,위반,사건,처리,지침,가지,사유,파면,연구원,7월,파면,처분,소청,기각,최종,파면,내부,비판자,표적,파면,연구원,주장,연구원,불만사안,경찰,자신,걱정,조직,걱정,경찰,시민,헌법,경정시험과목,경찰,박근혜,정부,홍보,지상주의,보수정권,경찰,경찰,개개인,무력,박근혜,정권,경찰,홍보,주력,정권,사실,국민,홍보,첨병,경찰,4대악,대표적,경찰,개개인,입막음,강요,실적주의,홍보,지상주의,경찰,시민,정권,4대악,캠페인,한창일,한창일,체감,치안,평가,항목,시민들,안전,생각,경찰서,서장,평가,범죄,발생,체감치안지수,동네,범죄,발생,자체,심리적,범죄,안전,홍보,주력,CCTV,설치,적극,찬성,서울,강남구,경찰서,근무,퇴임,경찰관,정부,세상,안전,경찰,역할,서울경찰청,축소,국정원,댓글,수사,경찰,세월호,참사,정보,유가족,미행,기동대,세월호,유가족,시위,진압,과잉수사,대리기사,폭행사건,과잉,수사,백남기,농민,사망,일련,경찰,정권,복무,사건들,내부,저항,진행,경찰,신분,보장,공무원,감찰,통제,일상화,경찰관,존재,과장,표현,마포구,5일,서울,소극장,시민,경찰,토크콘서트,감찰,조사,스스로,목숨,ㄱ경사,충북,충주경찰서,ㄱ경사,38·여,추모,자리,ㄱ경사,평소,1시간,출근,시간,근무,아이,어린이집,사실,빌미,감찰,감찰,익명,투서,시작,충북경찰청,ㄱ경사,징계,사건,수사관,동원,미행,동영상,촬영,소장,장신,경찰인권센터,강릉경찰서장,지방청,무리,감찰,감행,실적,자체,감찰,존재,주장,경찰,비위,불만,해결,방책,감찰,징계,횟수,실적,반영,경기,동두천시,퇴근,가로등,동두천서,감찰,여경,스스로,목숨,사례,발생,0.029%,알코올,농도,0.029%,0.05%,음주운전,인정,수치,여경,남자친구,사생활,감찰,정도,경찰,사생활,통제,주기적,경찰,조직,질식,자체,문재인,정부,경찰,동원,나중,정권,무기력,경찰,정권,충성,상태,표정목,연구원,파면,인권단체,통제,걱정,경찰,모습,기초,치안,수사력,약화,경찰서,유치원,국가적,질서,지시,국가,모습,경찰,자존심,제대로,경기지역,퇴역,경찰관,민원,유발,경찰관,징계,강압수사,부실수사,문제제기,각종,불만,언론,관할서,명예,판단,징계,사태,순찰차,추격,상부,보고,추격,조항,민원,결국,정부,경찰,여론,정부,여론,경계,경찰,통치,끝자락,지지율,방어,조직,무늬,자치경찰,비판,제기,문재인,정부,각종,경찰,개혁,근본,개혁,경찰청,감사관,내부,게시망,충북청,감찰,인정,재발,방지,약속,경찰청,경찰,직무,협의회,추진,경찰개혁위원회,권고,경찰개혁위,중간보고,인권,정책관,신설,보장,피의자,인권,확대,변호인,변론,범죄,피해,평가,제도,피해자,인권보호,보장,경찰,노동기본권,성평등,확립,권고,경찰청,진선미,의원,발의,소방,경찰직,직무협의회,설치,법안,통과,법안,직무협의회,직무협의회,노조,단체교섭권,창립,유럽,경찰,노조,노동3,보장,독일,스페인,덴마크,스웨덴,이탈리아,경찰노조,개국,경찰,노조,50만,경찰관,포괄,창립,영국,경찰,노조,파업,단체행동권,불가능,나머지,권리,한국,2005년,주장,경찰,노조,설립,2010년,구체,움직임,6월,경찰,노조,설립,일선,경찰관,토론회,경찰개혁위원회,위원,사무국장,오창익,인권,연대,직무협의회,노동조합,후퇴,개혁,위원회,단계,노동조합,설립,경찰,노조,노조,경찰,시선,전망,6일,자치,경찰,제도,무늬,자치경찰,비판,제기,교육감,지역주민들,선발,교육자치,경찰행정,지방자치,요소,자치경찰,핵심,경찰청,방안,제주자치경찰,모델,적용,지방,국가경찰,별도,자치경찰,자치경찰,생활,생활,범죄,예방,지역,교통,경비,업무,학교폭력,가정폭력,성폭력,범죄,시민,생활,밀접,기초,사회,범죄,수사권,업무,2~3배,경찰청,지방청,통제하,시민,참여,자치경찰위원회,일선,경찰관,경찰서,치안발전위원회,보안협력위원회,경찰발전위원회,시민들,구성,경찰협력기구,퇴임경찰,지역,유지,경찰,사람들,운영,문재인,정부,경찰개혁,움직임,내부,비판,명사,위원회,참여,지방자치,시민,참여,가지,견제,장치","경찰관,연구원,서울,경찰청,경찰서,경찰노조,세월호,공무원,ㄱ경사,경찰개혁위원회,위원회,문재인,과태료,순찰차,박근혜","문재인 정부 들어 경찰이 달라진 모습을 보이고 있다. 경찰의 진정한 개혁의지를 확인하려면 핵심은 두 가지다. ‘경찰 노동조합 설립’과 ‘자치경찰제’이다.  과연 경찰 조직은 근본적으로 개혁할 수 있을까?  “경.. 정부가 발표한 디지털성범죄 근절대책에 따라 대규모 성매매 사이트 운영·이용자들을 검거, 폐쇄했다는 실적보고가 연달아 오르고 있고, 공문서에는 ",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201711121409021&code=940100,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01200201.20171115122006001,2017-11-15,경인일보,이승철,"시민단체, '불법야동 숙주' 헤비업로더 3명 검찰 고발",사회>사건_사고,사회>의료_건강,,범죄>성범죄>성희롱,범죄>성범죄>음란물,,,,"검찰, 서울중앙지검","시민단체,불법,야동,숙주,헤비업,고발,3명,검찰,불법,음란물,대량,웹하드,불특정,다수,유포,의혹,헤비업로더,검찰,고발,시민단체,디지털,성폭력,클린,센터,디지털성,범죄아웃,15일,웹하드,불법,음란물,혐의,성폭력처벌법,위반,업로더,3명,서울중앙지검,고발,고발,대상,업로더들,2만,900건,성인물,당사자,의사,불법,촬영,유포,영상,1천,623GB,기가바이트,분량,시민단체들,3주,3명,영상,전수,조사,상업적,제작,포르노,합법,영상물,고발,대상,제외,주장,성폭력처벌법,영리,목적,성적,욕망,수치심,유발,타인,신체,촬영물,유포,사람,7년,징역,3천만,벌금,규정,정부,9월,디지털,성범죄,피해,방지,종합,대책,연인,연인,복수,목적,유포,리벤지,포르노,유포,사람,징역형,처벌,불법,음란물,상습,촬영,유포자,구속,수사,디지털뉴스부","3명,성폭력처벌법,웹하드,성폭력,음란물,시민단체,업로더,3천만,2만,3주,기가바이트,수치심,623gb,성인물,당사자,900건,시민단체들,1천,유포자,디지털뉴스부,범죄아웃,처벌법,징역형,디지털성,성범죄,불특정,촬영물,업로더들,헤비업로더,영상물,리벤지,야동,헤비업",불법 음란물을 대량으로 웹하드에 올려 불특정 다수에 유포한 의혹을 받는 '헤비업로더'들이 검찰에 고발됐다. 시민단체 디지털성폭력클린센터와 디지털성범죄아웃은 15일 A 웹하드에 많은 양의 불법 음란물을 올린 혐의(성폭력처벌법 위반)로 업로더 3명을 서울중앙지검에 고발했다고 밝혔다. 고발 대상은 업로더들이 한 해 동안 올린 2만6천900건의 성인물 중 당사..,,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=08200101.20171115210552002,2017-11-15,OBS,이정현,성범죄 몰카 영상 '홍수'…경찰마저 손사래,사회>사건_사고,,,재해>자연재해>홍수,,,,이정현,"검찰, 웹하드협회, 정부의","성범죄,몰카,영상,홍수,경찰,손사래,앵커,정부,불법,촬영,근절,의지,상황,시민단체,웹하드,경찰,손사래,촬영물,만큼,불법,이정현,웹하드,사이트,몰카,검색,동영상,무더기,시민단체,지난달,웹하드,사이트,점검,결과,성인,동영상,검색,불법,여부,경찰,수사,엄두,정도,OO경찰,관계자,피고발인,수사,인원적,현실적,6천,동영상,2만,6천,헤비,업로더,3명,파악,일반인,당사자,동의,불법촬영물,1천,피해,여성,얼굴,노출,상태,의식,불명,성폭행,충격적,영상,하예나,디지털성,범죄아웃,대표,여성들,저항,기절,종류,영상,발견,피해신고,불법,촬영물,차단조치,정부,근절,의지,사이트,웹하드,협회,비회원,유포,실정,스탠딩,시민단체,헤비,업로더,3명,검찰,고발,200여,나머지,불법,촬영물,유포자,추가,고발,예정,OBS,이정현,영상취재,김영길,영상편집,양규철,이정현,ljh,obs.co.kr","이정현,시민단체,웹하드,촬영물,3명,비회원,피고발인,200여,6천,유포자,손사래,1천,만큼,여성들,범죄아웃,당사자,일반인,디지털성,김영길,영상편집,성폭행,인원적,피해신고,하예나,스탠딩",【앵커】  정부가 불법 촬영을 근절하겠다고 강력한 의지를 밝혔지만 상황은 좀처럼 나아지지 않고 있습니다.  한 시민단체가 웹하드 여러 곳을 살펴봤는데 경찰이 손사래를 칠 만큼 불법 촬영물이 쏟아졌습니다.  [하예나/디지털성범죄아웃 대표: 여성들이 울면서 저항을 한다거나 아니면 기절해 있거나 이런 종류의 영상도 꽤 많이 발견된 것으로 알고 있습니다.] ,http://www.obsnews.co.kr/news/articleView.html?idxno=1069759,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01101101.20171115051015002,2017-11-15,한국일보,,"몰카 헤비업로더 고발했는데, 돌려보낸 경찰",사회>사건_사고,문화>방송_연예,사회>의료_건강,범죄>성범죄>성폭행,범죄>성범죄>성희롱,범죄>성범죄>음란물,,,"검찰, 경찰서, 서울중앙지검","몰카,헤비업,고발,경찰,피해자,시민단체,폭로,수차례,반려,증거,3주,경찰서,차례,고발,피해자,디지털성,시민단체,디지털,범죄아웃,DSO,하예,대표,불법촬영,동영상,포함,2만,900건,성인물,웹하드,헤비업,3명,검찰,고발,폭로,카메라,촬영,유포,불법영상들,피해자,영혼,파괴,지적,수사당국,자세,소극적,현실,이날,DSO,고발,영상,1,212건,623GB,기가바이트,분량,2만,900건,성인물,당사자,의사,불법,촬영,영상,DSO,피해,여성,얼굴,의식불명,상태,여성,강간,법정,최고형,무기징역,강간치상죄,중범죄,영상,1건,유포,100만,수익,추정,DSO,이날,서울중앙지검,고발,경찰,차례,고발장,제출,피해자,고발장,접수,폭로,경찰,관계자,고발조치,경찰서,처리,설명,진정인,설명,본인,해명,성폭력,처벌법,영리,목적,성적,욕망,수치심,유발,타인,신체,촬영물,유포,사람,7년,징역,3,000만,벌금,규정,촬영,촬영대상자,허락,촬영대상자,의사,촬영물,유포,처벌,대상","피해자,시민단체,2만,경찰서,헤비업,dso,고발장,3주,성인물,3명,촬영물,대상자,수차례,처벌법,성폭력,수치심,수사당국,소극적,기가바이트,무기징역,최고형,의식불명,범죄아웃,623gb,900건,하예,치상죄,웹하드,100만,강간치상죄,불법촬영,당사자,촬영대상자,중범죄,관계자,디지털성","“피해자 아니면서” “너무 많아” 시민단체, 수차례 반려 폭로 “증거 잡느라 3주간 밤을 샜어요. 그리고 경찰서에 수 차례 가서 고발하려고 했더니 피해자가 아니라고 돌려보냈습니다.” 15일 시민단체 디지털성범죄아웃(DSO) 하예나 대표가 불법촬영된 동영상을 포함, 한 해 동안 2만6,900건의 성인물을 웹하드에 올린 ‘헤비업로더’ 3명을 검찰에 고발하면서..",http://hankookilbo.com/v/3602858e3ce8427c9ba1e3d3c54e723b,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100611.20171115114701001,2017-11-15,서울신문,이기철,‘불법야동 2만7천건 올린’ 헤비업로더 3명 검찰 고발,사회>사건_사고,사회>의료_건강,,범죄>성범죄>성희롱,범죄>성범죄>음란물,,,,"검찰, 서울중앙지검","불법,야동,2만,헤비업,고발,3명,검찰,1년,불법,음란물,웹하드,혐의,상업적,포르노,합법,영상물,고발,제외,불법,음란물,대량,웹하드,불특정,다수,유포,의혹,헤비업로더,검찰,고발,시민단체,디지털성폭력클린센터,디지털성,범죄아웃,15일,웹하드,불법,음란물,혐의,성폭력처벌법,위반,업로더,3명,서울중앙지검,고발,고발,대상,업로더들,2만,900건,성인물,당사자,의사,불법,촬영,유포,영상,1천,623GB,기가바이트,분량,시민단체들,3주,3명,영상,전수,조사,상업적,제작,포르노,합법,영상물,고발,대상,제외,주장,성폭력처벌법,영리,목적,성적,욕망,수치심,유발,타인,신체,촬영물,유포,사람,7년,징역,3천만,벌금,규정,정부,9월,디지털,성범죄,피해,방지,종합,대책,연인,연인,복수,목적,유포,리벤지,포르노,유포,사람,징역형,처벌,불법,음란물,상습,촬영,유포자,구속,수사,온라인뉴스부","웹하드,3명,2만,음란물,성폭력처벌법,성폭력,업로더,3천만,3주,기가바이트,수치심,623gb,성인물,당사자,시민단체들,디지털성폭력클린센터,범죄아웃,디지털성,유포자,성범죄,1천,처벌법,징역형,900건,촬영물,시민단체,헤비업로더,불특정,업로더들,영상물,리벤지","1년간 불법 음란물 1200여건 웹하드 올린 혐의 상업적 포르노, 합법 성인 영상물은 고발서 제외 불법 음란물을 대량으로 웹하드에 올려 불특정 다수에..‘헤비업로더’들이 검찰에 고발됐다.시민단체 디지털성폭력클린센터와 디지털성범죄아웃은 15일 A 웹하드에 많은 양의 불법 음란물을 올린 혐의(성폭력처벌법 위반)로 업로더 3명을 서울중앙지검에 고발했다고 밝혔다. ",http://www.seoul.co.kr/news/newsView.php?id=20171115800080,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01500701.20171117230117001,2017-11-17,부산일보,장병진,[주간 SNS 톡톡] 수능 연기," 웃어야 할지 울어야 할지""""",문화>방송_연예,,,재해>자연재해>지진,,,,"경북, 아프리카, 포항, 한국, 승학산, 부산","한동대, 동아대","수능,연기,지진,포항,경북,발생,규모,5.4,지진,부산,SNS,사진,지진,피해,분들,이야기,한동대,피해,사진,김경윤,한국,지진,대비,요령,숙지,댓글,분들,공감,고3,수험,지진,지진,수능,일주일,연기,공부,장웅재,수능,걱정,일주일,연기,댓글,웃픈,1인,일주일,계획,지옥,사막,레이스,박태훈,출신,동아대,도시,계획학,아프리카,아이들,우물,레이스,참여,대회,4시,모래주머니,승학산,달리기,만큼,열정,김도영,댓글,남들,취업,준비,생각,대박,공감,실천,방법,게임,친구들,PC방,게임,웹하드,쿠폰,쿠폰,양면,촬영,디지털성,범죄아웃,메일,soraeliminate,naver.com,불법,몰카,유통,모니터링,비용,사용,장병진,joyful,장병진","일주일,분들,동아대,만큼,장병진,고3,경북,박태훈,남들,김도영,김경윤,장웅재,친구들,범죄아웃,디지털성,아프리카,승학산,아이들,계획학,soraeliminate,joyful,모래주머니,웹하드,부산,포항,1인,한동대,웃픈,한국",지진에 많이 놀라셨죠? 15일 경북 포항에서 발생한 규모 5.4의 지진은 부산에서도 강하게 느껴졌죠. SNS에서는 지진 피해 사진과 놀라신 분들의 이야기가 가득했습니다. 특히 한동대의.. 게임을 좋아하는 친구들은 PC방에서 게임을 하다 웹하드 쿠폰이 보이면 쿠폰의 양면을 촬영한 뒤 디지털성범죄아웃 메일(soraeliminate@naver.com)로 보내주세요.,http://news20.busan.com/controller/newsController.jsp?newsId=20171116000317,,,,,,,
